,Number,times,T2,T24,T30,T50,P2,P15,P30,epr,Ps30,phi,Nf,Nc,NRf,NRc,Nf_dmd,PCNfR_dmd,W31,W32,BPR,farB,htBleed,Altitude,Mach,TRA,life
6427,33,31,490.54,606.3,1505.14,1306.11,10.52,15.49,394.88,1.26,45.5,371.84,2316.54,8762.91,2385.69,8114.64,2316.68,100.0,28.3,16.9582,8.6705,0.03,368,10.0035,0.2517,100.0,106
6428,33,32,489.33,604.52,1494.25,1297.04,10.52,15.49,394.54,1.26,45.29,372.02,2316.55,8767.94,2385.63,8116.61,2316.68,100.0,28.44,17.2106,8.6195,0.03,370,10.0011,0.2517,100.0,106
6429,33,33,444.65,549.43,1349.63,1122.62,3.91,5.71,138.79,1.02,42.14,130.34,2209.61,8306.0,2385.47,8067.46,2209.79,100.0,10.57,6.2443,9.3563,0.02,332,42.0062,0.84,100.0,106
6430,33,34,491.74,607.71,1480.04,1248.93,9.35,13.66,335.86,1.08,44.23,315.11,2321.6,8705.82,2385.6,8042.41,2321.68,100.0,24.43,14.7091,9.1851,0.02,365,20.0025,0.7009,100.0,106
6431,33,35,447.9,553.86,1362.24,1120.04,5.48,8.0,195.1,1.02,41.78,182.92,2220.64,8334.36,2385.55,8051.92,2220.78,100.0,14.91,8.8748,9.3107,0.02,333,35.0027,0.84,100.0,106
6432,33,36,443.74,547.77,1343.95,1121.97,3.91,5.72,139.06,1.02,41.98,130.76,2209.63,8315.42,2385.52,8071.25,2209.79,100.0,11.05,6.4253,9.3288,0.02,331,41.9983,0.8415,100.0,106
6433,33,37,449.71,555.7,1363.13,1129.04,5.48,8.0,194.39,1.02,41.66,183.42,2220.68,8332.01,2385.46,8054.01,2220.78,100.0,14.86,8.9484,9.2776,0.02,332,35.0039,0.841,100.0,106
6434,33,38,450.73,556.72,1355.7,1122.86,5.48,8.0,194.53,1.02,41.71,182.86,2220.63,8334.03,2385.53,8050.19,2220.78,100.0,14.82,9.0066,9.3035,0.02,335,35.0004,0.84,100.0,106
6435,33,39,488.8,604.42,1496.97,1309.78,10.52,15.49,394.39,1.26,45.35,371.59,2316.52,8761.75,2385.66,8111.14,2316.68,100.0,28.6,17.0871,8.6565,0.03,367,10.0035,0.25,100.0,106
6436,33,40,489.39,604.99,1499.78,1302.68,10.52,15.49,394.62,1.26,45.26,372.06,2316.55,8765.8,2385.66,8115.6,2316.68,100.0,28.32,17.1012,8.6084,0.03,368,10.0023,0.25,100.0,106
6437,33,41,443.97,548.54,1350.75,1123.69,3.91,5.72,138.54,1.02,42.05,130.46,2209.67,8308.29,2385.51,8069.35,2209.79,100.0,10.61,6.3799,9.3461,0.02,330,42.005,0.84,100.0,106
6438,33,42,446.76,551.27,1350.13,1122.52,3.91,5.71,138.94,1.02,41.83,130.76,2209.61,8299.28,2385.47,8064.12,2209.79,100.0,10.4,6.1741,9.35,0.02,330,42.0042,0.8418,100.0,106
6439,33,43,519.52,643.18,1589.93,1401.07,14.62,21.61,554.28,1.3,47.3,522.2,2385.65,9042.05,2385.68,8118.38,2385.61,100.0,38.8,23.2743,8.4085,0.03,390,0.0005,0.0003,100.0,106
6440,33,44,490.38,605.93,1501.85,1299.59,10.52,15.49,394.54,1.26,45.13,372.19,2316.58,8760.2,2385.7,8118.76,2316.68,100.0,28.63,17.0787,8.6308,0.03,369,10.0039,0.25,100.0,106
6441,33,45,446.67,551.26,1354.24,1124.14,3.91,5.71,138.6,1.02,41.98,130.75,2209.55,8310.83,2385.55,8068.35,2209.79,100.0,10.69,6.2955,9.3471,0.02,330,42.0055,0.8403,100.0,106
6442,33,46,490.95,607.21,1486.19,1244.12,9.35,13.65,335.2,1.08,44.2,315.06,2321.59,8719.06,2385.62,8049.78,2321.68,100.0,24.41,14.6545,9.2165,0.02,366,20.0047,0.7005,100.0,106
6443,33,47,488.69,604.59,1502.28,1305.43,10.52,15.49,394.68,1.26,45.21,371.85,2316.57,8760.56,2385.72,8119.9,2316.68,100.0,28.44,16.998,8.6318,0.03,369,9.9988,0.25,100.0,106
6444,33,48,516.64,640.42,1583.39,1398.25,14.62,21.61,553.91,1.3,47.39,521.68,2385.68,9041.55,2385.65,8123.78,2385.61,100.0,39.02,23.3965,8.422,0.03,393,0.0009,0.0,100.0,106
6445,33,49,462.1,536.09,1254.66,1046.56,7.05,9.02,174.62,0.94,36.71,165.31,1913.33,7995.97,2026.07,7864.72,1913.08,84.93,14.27,8.5386,10.882,0.02,306,25.0017,0.6211,60.0,106
6446,33,50,463.21,537.61,1256.73,1043.33,7.05,9.02,175.87,0.94,36.7,165.1,1913.3,7992.57,2026.1,7862.66,1913.08,84.93,14.03,8.4847,10.8757,0.02,305,25.0003,0.6201,60.0,106
6447,33,51,446.08,549.95,1348.83,1125.08,3.91,5.71,138.2,1.02,42.08,130.88,2209.59,8307.54,2385.49,8068.06,2209.79,100.0,10.56,6.4193,9.385,0.02,330,42.0055,0.84,100.0,106
6448,33,52,462.82,537.12,1259.98,1047.7,7.05,9.03,175.5,0.94,36.73,164.76,1913.33,7993.46,2026.07,7863.07,1913.08,84.93,14.49,8.7542,10.8597,0.02,307,24.9991,0.6218,60.0,106
6449,33,53,491.07,606.81,1484.2,1242.93,9.35,13.66,334.85,1.08,44.27,315.37,2321.62,8703.85,2385.65,8049.91,2321.68,100.0,24.63,14.7507,9.2134,0.02,363,20.002,0.7,100.0,106
6450,33,54,490.04,605.36,1495.54,1310.54,10.52,15.49,395.2,1.26,45.29,371.53,2316.58,8761.18,2385.7,8117.58,2316.68,100.0,28.7,17.1541,8.6268,0.03,367,10.0066,0.25,100.0,106
6451,33,55,445.41,549.55,1348.67,1118.03,3.91,5.71,139.18,1.02,41.94,130.75,2209.64,8300.87,2385.49,8068.45,2209.79,100.0,10.61,6.4815,9.3475,0.02,331,42.0062,0.84,100.0,106
6452,33,56,490.56,606.44,1476.48,1245.01,9.35,13.65,334.87,1.08,44.29,314.99,2321.53,8708.12,2385.64,8049.81,2321.68,100.0,24.54,14.6884,9.2027,0.02,364,19.9981,0.7004,100.0,106
6453,33,57,462.39,536.37,1258.57,1046.11,7.05,9.03,175.4,0.94,36.67,164.94,1913.33,7998.5,2026.12,7860.9,1913.08,84.93,14.42,8.6527,10.8566,0.02,307,25.0042,0.6218,60.0,106
6454,33,58,491.46,607.62,1480.97,1243.57,9.35,13.65,335.09,1.07,44.35,315.12,2321.63,8712.16,2385.67,8044.16,2321.68,100.0,24.56,14.7639,9.1999,0.02,364,20.0006,0.7,100.0,106
6455,33,59,443.9,548.79,1356.45,1117.21,3.91,5.72,138.04,1.02,42.1,130.56,2209.6,8300.57,2385.44,8068.87,2209.79,100.0,10.75,6.4676,9.3437,0.02,331,42.0063,0.84,100.0,106
6456,33,60,515.91,639.67,1587.35,1401.22,14.62,21.61,554.08,1.3,47.22,521.87,2385.63,9042.26,2385.66,8128.58,2385.61,100.0,39.04,23.4461,8.4057,0.03,391,0.0014,0.001,100.0,106
6457,33,61,445.76,549.91,1349.3,1128.31,3.91,5.71,138.17,1.02,41.99,130.53,2209.7,8306.49,2385.46,8073.09,2209.79,100.0,10.82,6.5625,9.3315,0.02,331,42.0064,0.84,100.0,106
6458,33,62,490.21,605.82,1481.78,1240.08,9.35,13.66,335.28,1.08,44.28,315.17,2321.56,8713.46,2385.63,8044.77,2321.68,100.0,24.65,14.6314,9.2302,0.02,363,20.0005,0.7,100.0,106
6459,33,63,445.91,550.69,1350.61,1119.99,3.91,5.71,138.91,1.02,41.81,131.1,2209.56,8307.48,2385.46,8064.71,2209.79,100.0,10.49,6.3204,9.3416,0.02,330,42.0035,0.84,100.0,106
6460,33,64,519.33,643.29,1585.68,1402.35,14.62,21.6,554.31,1.3,47.5,521.65,2385.67,9039.26,2385.67,8121.54,2385.61,100.0,38.73,23.2415,8.3993,0.03,390,0.0025,0.0,100.0,106
6461,33,65,444.87,548.66,1350.29,1123.51,3.91,5.72,138.49,1.02,41.91,130.47,2209.67,8303.34,2385.49,8072.83,2209.79,100.0,10.6,6.3328,9.3283,0.02,329,42.0044,0.84,100.0,106
6462,33,66,490.88,606.57,1497.49,1306.43,10.52,15.49,394.19,1.26,45.41,371.62,2316.62,8765.36,2385.72,8118.68,2316.68,100.0,28.42,16.9975,8.6357,0.03,371,9.9993,0.25,100.0,106
6463,33,67,489.73,604.96,1497.71,1305.22,10.52,15.49,394.65,1.26,45.14,371.28,2316.61,8767.85,2385.65,8113.71,2316.68,100.0,28.64,17.2396,8.6353,0.03,369,10.0039,0.2508,100.0,106
6464,33,68,462.19,536.28,1264.04,1044.15,7.05,9.03,175.48,0.94,36.58,164.58,1913.37,8001.09,2026.05,7860.86,1913.08,84.93,14.27,8.5858,10.9197,0.02,305,24.9989,0.6218,60.0,106
6465,33,69,520.29,643.7,1586.89,1401.93,14.62,21.61,554.21,1.3,47.35,521.53,2385.68,9037.2,2385.73,8122.97,2385.61,100.0,38.99,23.2622,8.3987,0.03,392,0.0012,0.0013,100.0,106
6466,33,70,490.1,605.86,1487.94,1242.76,9.35,13.65,334.84,1.08,44.2,315.45,2321.62,8710.96,2385.65,8051.99,2321.68,100.0,24.48,14.6294,9.2233,0.02,364,20.0028,0.7,100.0,106
6467,33,71,442.47,546.99,1348.58,1125.63,3.91,5.71,138.74,1.02,42.01,131.11,2209.65,8312.21,2385.45,8068.23,2209.79,100.0,10.95,6.5438,9.3405,0.02,328,42.0022,0.8402,100.0,106
6468,33,72,444.64,549.46,1349.6,1121.62,3.91,5.71,138.88,1.02,41.95,130.68,2209.66,8309.78,2385.52,8069.65,2209.79,100.0,10.46,6.3239,9.32,0.02,331,42.0005,0.84,100.0,106
6469,33,73,445.95,550.3,1351.05,1120.09,3.91,5.71,139.17,1.02,41.85,130.58,2209.62,8315.93,2385.5,8074.01,2209.79,100.0,10.49,6.3149,9.3697,0.02,330,42.0063,0.84,100.0,106
6470,33,74,491.63,607.95,1481.92,1249.5,9.35,13.66,335.0,1.08,44.26,314.73,2321.66,8713.14,2385.68,8049.06,2321.68,100.0,24.69,14.7175,9.227,0.02,365,20.0017,0.7,100.0,106
6471,33,75,444.73,549.32,1349.4,1119.06,3.91,5.71,139.04,1.02,41.91,131.2,2209.63,8309.15,2385.57,8075.76,2209.79,100.0,10.29,6.057,9.3709,0.02,331,42.0005,0.84,100.0,106
6472,33,76,491.89,607.63,1484.26,1247.78,9.35,13.66,334.74,1.08,44.45,315.37,2321.6,8709.1,2385.7,8046.76,2321.68,100.0,24.51,14.7099,9.1743,0.02,364,20.0063,0.7017,100.0,106
6473,33,77,448.66,554.87,1363.9,1132.47,5.48,8.0,194.48,1.02,41.98,183.75,2220.7,8338.0,2385.62,8057.78,2220.78,100.0,14.89,9.0194,9.2865,0.02,334,35.0052,0.8414,100.0,106
6474,33,78,461.35,535.84,1254.62,1045.49,7.05,9.03,175.7,0.94,36.58,164.27,1913.38,7994.14,2026.19,7865.68,1913.08,84.93,14.25,8.4829,10.9074,0.02,306,25.0065,0.62,60.0,106
6475,33,79,490.63,606.81,1481.69,1248.5,9.35,13.65,334.69,1.08,44.26,315.3,2321.65,8708.49,2385.69,8052.68,2321.68,100.0,24.51,14.8434,9.2038,0.02,365,20.0047,0.7016,100.0,106
6476,33,80,448.7,554.78,1364.82,1128.23,5.48,8.0,194.32,1.02,41.74,183.13,2220.67,8341.27,2385.51,8060.24,2220.78,100.0,15.08,9.0077,9.3159,0.02,334,35.0013,0.8415,100.0,106
6477,33,81,461.51,535.45,1250.57,1045.85,7.05,9.02,176.26,0.94,36.62,164.64,1913.39,7999.69,2026.19,7859.82,1913.08,84.93,14.23,8.6849,10.8662,0.02,306,25.0028,0.62,60.0,106
6478,33,82,488.89,604.27,1507.03,1303.89,10.52,15.49,394.36,1.26,45.1,372.04,2316.58,8765.63,2385.67,8117.15,2316.68,100.0,28.71,17.2363,8.6507,0.03,366,10.0008,0.251,100.0,106
6479,33,83,490.3,605.68,1501.73,1309.29,10.52,15.49,395.07,1.26,45.18,371.9,2316.6,8764.33,2385.66,8119.36,2316.68,100.0,28.63,17.2083,8.6391,0.03,366,10.0032,0.2507,100.0,106
6480,33,84,488.73,604.21,1506.26,1305.03,10.52,15.49,394.66,1.26,45.29,372.11,2316.55,8772.52,2385.73,8125.64,2316.68,100.0,28.57,17.1679,8.6172,0.03,371,9.9988,0.2501,100.0,106
6481,33,85,488.13,603.73,1502.23,1300.25,10.52,15.49,394.6,1.26,45.18,371.84,2316.54,8760.37,2385.68,8117.82,2316.68,100.0,28.57,17.2142,8.6203,0.03,369,10.0076,0.2509,100.0,106
6482,33,86,462.0,536.53,1256.61,1043.88,7.05,9.02,175.86,0.94,36.64,164.43,1913.36,7999.22,2026.17,7865.68,1913.08,84.93,14.45,8.6027,10.8773,0.02,308,25.0054,0.62,60.0,106
6483,33,87,449.22,555.4,1365.81,1131.18,5.48,8.0,194.19,1.02,41.71,183.79,2220.66,8337.73,2385.62,8056.69,2220.78,100.0,15.0,8.9831,9.2992,0.02,334,35.0066,0.84,100.0,106
6484,33,88,519.23,642.26,1590.26,1407.08,14.62,21.61,553.15,1.3,47.37,522.0,2385.66,9038.96,2385.65,8124.8,2385.61,100.0,38.94,23.3767,8.449,0.03,393,0.0005,0.0,100.0,106
6485,33,89,445.78,549.92,1358.75,1114.82,3.91,5.72,138.13,1.02,42.03,130.72,2209.65,8308.01,2385.51,8072.1,2209.79,100.0,10.76,6.3909,9.3601,0.02,330,42.0006,0.842,100.0,106
6486,33,90,446.77,551.09,1356.35,1121.82,3.91,5.71,138.38,1.02,41.97,130.3,2209.65,8314.88,2385.56,8081.97,2209.79,100.0,10.5,6.326,9.3633,0.02,330,41.9995,0.8406,100.0,106
6487,33,91,448.88,554.89,1354.05,1126.16,5.48,8.0,194.27,1.02,41.79,183.11,2220.68,8337.01,2385.6,8055.44,2220.78,100.0,14.75,8.6076,9.287,0.02,334,35.0027,0.8412,100.0,106
6488,33,92,519.18,643.07,1590.23,1402.27,14.62,21.61,553.57,1.3,47.47,521.51,2385.68,9045.11,2385.74,8122.34,2385.61,100.0,38.93,23.4776,8.4036,0.03,393,0.0016,0.0018,100.0,106
6489,33,93,449.25,555.77,1359.81,1125.8,5.48,8.0,194.49,1.02,41.85,183.84,2220.71,8344.63,2385.56,8057.36,2220.78,100.0,14.71,8.678,9.353,0.02,334,35.0025,0.841,100.0,106
6490,33,94,517.67,641.65,1584.52,1405.87,14.62,21.61,554.15,1.3,47.37,521.62,2385.71,9046.66,2385.67,8128.4,2385.61,100.0,38.81,23.2519,8.454,0.03,393,0.0012,0.0,100.0,106
6491,33,95,449.44,555.31,1361.82,1129.47,5.48,8.0,194.24,1.02,41.91,183.13,2220.68,8341.01,2385.62,8059.17,2220.78,100.0,14.77,8.8411,9.2857,0.02,332,35.0044,0.84,100.0,106
6492,33,96,447.23,553.03,1369.0,1129.89,5.48,8.0,194.44,1.02,41.92,183.39,2220.72,8341.12,2385.68,8064.64,2220.78,100.0,14.88,8.9251,9.3031,0.02,334,35.0032,0.84,100.0,106
6493,33,97,449.05,555.18,1362.29,1127.25,5.48,8.0,194.42,1.02,41.82,183.23,2220.72,8343.38,2385.65,8054.11,2220.78,100.0,14.76,8.869,9.3035,0.02,333,34.9999,0.8409,100.0,106
6494,33,98,491.1,607.0,1487.6,1250.46,9.35,13.65,334.96,1.07,44.12,315.29,2321.68,8714.17,2385.7,8049.86,2321.68,100.0,24.1,14.618,9.2031,0.02,365,19.9981,0.7009,100.0,106
6495,33,99,488.77,604.67,1503.38,1303.69,10.52,15.49,394.56,1.26,45.31,371.47,2316.58,8765.29,2385.77,8126.81,2316.68,100.0,28.56,17.1753,8.6088,0.03,369,10.0065,0.25,100.0,106
6496,33,100,444.26,548.7,1349.46,1121.02,3.91,5.71,138.47,1.02,42.16,130.24,2209.69,8310.68,2385.55,8079.77,2209.79,100.0,10.54,6.2217,9.372,0.02,328,42.0027,0.8413,100.0,106
6497,33,101,445.48,550.27,1349.54,1132.33,3.91,5.71,138.35,1.02,41.99,131.04,2209.72,8314.56,2385.6,8078.48,2209.79,100.0,10.83,6.4796,9.3509,0.02,331,42.0047,0.84,100.0,106
6498,33,102,490.66,606.6,1483.32,1252.91,9.35,13.65,334.42,1.08,44.44,315.58,2321.63,8712.26,2385.72,8054.27,2321.68,100.0,24.39,14.5833,9.2087,0.02,364,20.0051,0.7,100.0,106
6499,33,103,488.19,604.07,1502.41,1315.66,10.52,15.49,394.33,1.26,45.49,371.6,2316.65,8773.23,2385.73,8125.12,2316.68,100.0,28.71,17.0378,8.6259,0.03,368,9.9985,0.25,100.0,106
6500,33,104,444.99,549.56,1356.81,1127.01,3.91,5.72,138.25,1.02,42.02,130.55,2209.65,8308.44,2385.55,8079.71,2209.79,100.0,10.46,6.2833,9.3836,0.02,330,42.0054,0.84,100.0,106
6501,33,105,462.2,536.66,1265.45,1046.76,7.05,9.03,176.02,0.94,36.77,164.7,1913.43,8009.52,2026.18,7867.44,1913.08,84.93,14.4,8.5779,10.9007,0.02,307,25.0073,0.6213,60.0,106
6502,33,106,492.11,608.06,1482.21,1259.27,9.35,13.65,334.74,1.08,44.34,315.24,2321.62,8709.35,2385.74,8057.23,2321.68,100.0,24.27,14.6601,9.2282,0.02,365,20.0019,0.7,100.0,106
6503,33,107,491.64,607.75,1489.89,1249.99,9.35,13.65,334.46,1.08,44.35,314.93,2321.63,8715.65,2385.67,8051.9,2321.68,100.0,24.42,14.8663,9.233,0.02,364,19.9983,0.7,100.0,106
6504,33,108,446.11,550.77,1357.53,1130.52,3.91,5.71,138.5,1.02,42.06,130.78,2209.69,8309.66,2385.6,8073.56,2209.79,100.0,10.72,6.5553,9.3406,0.02,330,41.9997,0.8401,100.0,106
6505,33,109,444.15,549.2,1350.29,1121.59,3.91,5.71,138.96,1.02,42.02,130.43,2209.69,8316.0,2385.62,8076.95,2209.79,100.0,10.84,6.4132,9.3635,0.02,330,42.0024,0.84,100.0,106
6506,33,110,448.91,555.27,1368.38,1123.18,5.48,8.0,194.49,1.02,41.79,182.99,2220.69,8344.25,2385.7,8060.9,2220.78,100.0,14.65,8.605,9.3073,0.02,335,35.007,0.84,100.0,106
6507,33,111,488.89,604.88,1502.81,1300.64,10.52,15.49,394.26,1.26,45.46,371.1,2316.63,8774.65,2385.75,8125.1,2316.68,100.0,28.41,17.153,8.669,0.03,368,10.001,0.25,100.0,106
6508,33,112,489.43,605.41,1506.64,1312.44,10.52,15.49,394.85,1.26,45.36,371.69,2316.58,8773.43,2385.77,8122.63,2316.68,100.0,28.59,17.1056,8.6634,0.03,369,9.9995,0.2503,100.0,106
6509,33,113,446.62,550.86,1351.31,1129.34,3.91,5.72,138.61,1.02,42.02,130.49,2209.73,8317.69,2385.59,8080.02,2209.79,100.0,10.42,6.1643,9.3506,0.02,330,42.0072,0.84,100.0,106
6510,33,114,447.03,553.09,1356.05,1126.28,5.48,8.0,194.85,1.02,41.9,183.43,2220.72,8342.93,2385.7,8061.27,2220.78,100.0,14.98,9.0733,9.2969,0.02,334,35.0046,0.84,100.0,106
6511,33,115,490.22,606.83,1480.88,1247.02,9.35,13.65,335.46,1.08,44.39,315.12,2321.66,8711.57,2385.7,8058.16,2321.68,100.0,24.31,14.6248,9.2077,0.02,365,20.0066,0.7005,100.0,106
6512,33,116,519.38,643.15,1584.57,1403.83,14.62,21.61,553.66,1.3,47.39,521.3,2385.7,9050.98,2385.69,8129.57,2385.61,100.0,38.95,23.4098,8.4361,0.03,393,0.0004,0.0,100.0,106
6513,33,117,518.89,642.69,1594.83,1407.43,14.62,21.61,553.61,1.3,47.49,521.76,2385.66,9051.85,2385.7,8130.63,2385.61,100.0,38.96,23.222,8.423,0.03,393,0.0013,0.0014,100.0,106
6514,33,118,443.15,547.78,1349.61,1125.2,3.91,5.71,137.99,1.02,41.94,130.81,2209.69,8315.32,2385.59,8078.62,2209.79,100.0,10.52,6.5088,9.3953,0.02,330,42.0079,0.8417,100.0,106
6515,33,119,443.69,548.07,1348.38,1127.1,3.91,5.72,138.41,1.02,42.08,130.65,2209.66,8315.24,2385.52,8077.42,2209.79,100.0,10.81,6.4993,9.3594,0.02,330,42.0006,0.8419,100.0,106
6516,33,120,490.02,606.74,1481.8,1251.79,9.35,13.66,334.28,1.07,44.34,314.52,2321.68,8715.85,2385.74,8057.83,2321.68,100.0,24.33,14.7234,9.2424,0.02,366,20.0047,0.7012,100.0,106
6517,33,121,490.65,607.15,1481.59,1247.95,9.35,13.66,334.95,1.08,44.3,315.41,2321.67,8724.74,2385.71,8061.56,2321.68,100.0,24.33,14.6413,9.1955,0.02,366,20.0003,0.7,100.0,106
6518,33,122,444.5,549.04,1357.5,1121.24,3.91,5.71,139.81,1.02,42.18,130.76,2209.71,8319.85,2385.62,8073.88,2209.79,100.0,10.59,6.3002,9.3529,0.02,330,42.0041,0.8412,100.0,106
6519,33,123,491.8,607.68,1483.12,1258.56,9.35,13.66,334.63,1.08,44.45,315.36,2321.69,8718.03,2385.75,8055.32,2321.68,100.0,24.36,14.5867,9.2167,0.02,367,20.0024,0.7,100.0,106
6520,33,124,520.14,644.41,1587.82,1409.74,14.62,21.61,553.28,1.3,47.42,521.52,2385.64,9057.09,2385.67,8128.85,2385.61,100.0,38.97,23.3663,8.4451,0.03,391,0.0021,0.0015,100.0,106
6521,33,125,449.72,556.46,1362.25,1136.63,5.48,8.0,194.85,1.02,42.01,183.2,2220.8,8351.94,2385.75,8069.75,2220.78,100.0,14.87,9.0828,9.3201,0.02,334,35.0069,0.84,100.0,106
6522,33,126,449.44,555.37,1365.66,1129.72,5.48,8.0,195.14,1.02,41.79,182.94,2220.88,8342.56,2385.8,8062.0,2220.78,100.0,14.69,8.7595,9.3114,0.02,333,35.0044,0.84,100.0,106
6523,33,127,490.73,606.73,1486.99,1253.74,9.35,13.65,334.67,1.08,44.4,315.21,2321.72,8727.63,2385.75,8060.77,2321.68,100.0,24.48,14.6044,9.2234,0.02,365,20.0078,0.7,100.0,106
6524,33,128,490.48,606.41,1484.43,1252.08,9.35,13.66,334.47,1.07,44.41,315.18,2321.73,8718.24,2385.71,8057.61,2321.68,100.0,24.41,14.3995,9.2296,0.02,366,20.0018,0.7,100.0,106
6525,33,129,444.84,549.48,1351.84,1125.17,3.91,5.71,139.29,1.02,42.16,130.62,2209.73,8317.29,2385.63,8084.21,2209.79,100.0,10.65,6.4263,9.3735,0.02,330,41.9995,0.84,100.0,106
6526,33,130,518.3,642.53,1589.77,1406.52,14.62,21.61,553.73,1.3,47.54,521.32,2385.66,9049.39,2385.68,8128.95,2385.61,100.0,38.94,23.4158,8.4496,0.03,392,0.0013,0.0005,100.0,106
6527,33,131,490.27,605.69,1506.08,1312.96,10.52,15.49,394.67,1.26,45.34,371.01,2316.56,8775.24,2385.76,8127.5,2316.68,100.0,28.45,17.2079,8.6799,0.03,369,10.0051,0.25,100.0,106
6528,33,132,464.02,538.11,1268.73,1054.97,7.05,9.03,175.42,0.94,36.58,164.47,1913.46,8005.57,2026.31,7867.85,1913.08,84.93,14.32,8.4947,10.9129,0.02,308,24.9981,0.62,60.0,106
6529,33,133,461.45,535.88,1267.27,1049.37,7.05,9.03,175.0,0.94,36.63,165.0,1913.52,8004.41,2026.35,7872.65,1913.08,84.93,14.3,8.581,10.9411,0.02,307,25.0012,0.62,60.0,106
6530,33,134,460.48,534.59,1267.91,1045.24,7.05,9.03,175.69,0.94,36.79,164.37,1913.59,8009.55,2026.32,7869.84,1913.08,84.93,14.16,8.5085,10.8726,0.02,306,25.0063,0.6205,60.0,106
6531,33,135,488.14,604.45,1502.58,1313.36,10.52,15.49,394.14,1.26,45.38,370.99,2316.59,8774.66,2385.8,8128.06,2316.68,100.0,28.75,17.1774,8.7071,0.03,370,10.002,0.25,100.0,106
6532,33,136,447.45,554.25,1366.68,1126.88,5.48,8.0,194.21,1.02,42.05,183.21,2220.9,8355.94,2385.82,8073.25,2220.78,100.0,14.88,9.0138,9.2916,0.02,336,34.9992,0.84,100.0,106
6533,33,137,450.34,556.52,1367.69,1131.25,5.48,8.0,194.78,1.02,42.02,182.83,2220.82,8351.34,2385.8,8068.95,2220.78,100.0,14.89,9.1212,9.325,0.02,335,35.0057,0.8415,100.0,106
6534,33,138,445.81,550.46,1355.56,1130.48,3.91,5.72,138.81,1.02,42.19,130.17,2209.89,8317.41,2385.77,8089.85,2209.79,100.0,10.43,6.248,9.3926,0.02,331,42.0014,0.8402,100.0,106
6535,33,139,445.8,551.25,1353.85,1122.55,3.91,5.72,138.25,1.02,42.29,130.35,2209.79,8327.94,2385.68,8081.84,2209.79,100.0,10.28,6.2801,9.3937,0.02,331,42.0078,0.8401,100.0,106
6536,33,140,489.81,605.41,1504.24,1317.87,10.52,15.49,393.44,1.26,45.38,371.04,2316.63,8781.65,2385.8,8131.74,2316.68,100.0,28.57,16.9371,8.6891,0.03,371,9.9989,0.2503,100.0,106
6537,33,141,445.67,550.59,1350.75,1119.57,3.91,5.71,138.95,1.02,42.01,130.65,2209.81,8321.78,2385.81,8084.97,2209.79,100.0,10.51,6.2997,9.3667,0.02,333,42.0071,0.8407,100.0,106
6538,33,142,446.31,550.91,1358.07,1136.38,3.91,5.72,138.42,1.02,42.09,130.24,2209.88,8317.39,2385.72,8086.98,2209.79,100.0,10.71,6.4654,9.3818,0.02,331,42.005,0.8416,100.0,106
6539,33,143,489.23,605.03,1507.64,1318.72,10.52,15.49,394.44,1.26,45.55,371.49,2316.63,8777.38,2385.79,8137.94,2316.68,100.0,28.48,17.1087,8.6425,0.03,371,10.0008,0.2519,100.0,106
6540,33,144,445.4,549.87,1352.76,1127.67,3.91,5.71,139.2,1.02,42.12,130.84,2209.94,8326.09,2385.84,8090.34,2209.79,100.0,10.57,6.4195,9.3685,0.02,332,42.0064,0.84,100.0,106
6541,33,145,462.32,537.25,1259.83,1056.92,7.05,9.03,175.53,0.94,36.83,164.71,1913.61,8008.85,2026.42,7878.29,1913.08,84.93,14.23,8.599,10.9301,0.02,307,25.0039,0.6202,60.0,106
6542,33,146,489.79,605.97,1508.82,1311.71,10.52,15.49,394.08,1.26,45.66,371.04,2316.63,8781.91,2385.79,8136.07,2316.68,100.0,28.37,17.0342,8.649,0.03,369,9.9992,0.2501,100.0,106
6543,33,147,460.13,534.24,1257.93,1042.39,7.05,9.03,175.62,0.94,36.72,164.16,1913.65,8023.72,2026.43,7873.88,1913.08,84.93,14.07,8.5197,10.9409,0.02,306,25.0053,0.6216,60.0,106
6544,33,148,450.18,556.38,1366.52,1135.6,5.48,8.0,194.93,1.02,41.83,183.2,2221.04,8360.64,2385.88,8072.82,2220.78,100.0,14.69,8.8012,9.3223,0.02,335,35.006,0.8413,100.0,106
6545,33,149,450.21,556.86,1366.09,1128.07,5.48,8.0,194.34,1.02,42.13,183.3,2220.99,8356.1,2385.91,8075.07,2220.78,100.0,15.01,9.1487,9.3378,0.02,335,35.0033,0.84,100.0,106
6546,33,150,446.81,551.17,1357.82,1138.66,3.91,5.72,139.07,1.02,42.24,130.52,2209.95,8331.23,2385.81,8091.33,2209.79,100.0,10.37,6.2268,9.4083,0.02,333,41.9998,0.8413,100.0,106
6547,33,151,517.29,640.77,1587.77,1416.76,14.62,21.61,553.25,1.3,47.63,521.12,2385.69,9065.2,2385.67,8144.17,2385.61,100.0,38.75,23.1124,8.4877,0.03,394,0.0023,0.0,100.0,106
6548,33,152,462.73,537.4,1269.6,1051.29,7.05,9.03,175.42,0.94,36.96,164.42,1913.68,8015.76,2026.46,7882.23,1913.08,84.93,14.07,8.3491,10.894,0.02,307,25.0079,0.621,60.0,106
